Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume XMR,Volume USD
1605830400,11/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1605744000,11/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1605657600,11/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1605571200,11/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1605484800,11/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1605398400,11/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1605312000,11/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1605225600,11/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1605139200,11/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1605052800,11/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604966400,11/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604880000,11/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604793600,11/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604707200,11/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604620800,11/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604534400,11/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604448000,11/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604361600,11/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604275200,11/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604188800,11/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604102400,10/31/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1604016000,10/30/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603929600,10/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603843200,10/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603756800,10/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603670400,10/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603584000,10/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603497600,10/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603411200,10/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603324800,10/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603238400,10/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603152000,10/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1603065600,10/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602979200,10/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602892800,10/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602806400,10/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602720000,10/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602633600,10/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602547200,10/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602460800,10/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602374400,10/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602288000,10/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602201600,10/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602115200,10/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1602028800,10/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601942400,10/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601856000,10/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601769600,10/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601683200,10/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601596800,10/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601510400,10/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601424000,9/30/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601337600,9/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601251200,9/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601164800,9/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1601078400,9/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600992000,9/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600905600,9/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600819200,9/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600732800,9/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600646400,9/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600560000,9/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600473600,9/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600387200,9/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600300800,9/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600214400,9/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600128000,9/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1600041600,9/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599955200,9/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599868800,9/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599782400,9/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599696000,9/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599609600,9/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599523200,9/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599436800,9/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599350400,9/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599264000,9/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599177600,9/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599091200,9/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1599004800,9/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598918400,9/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598832000,8/31/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598745600,8/30/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598659200,8/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598572800,8/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598486400,8/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598400000,8/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598313600,8/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598227200,8/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598140800,8/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1598054400,8/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597968000,8/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597881600,8/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597795200,8/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597708800,8/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597622400,8/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597536000,8/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597449600,8/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597363200,8/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597276800,8/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597190400,8/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597104000,8/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1597017600,8/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596931200,8/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596844800,8/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596758400,8/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596672000,8/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596585600,8/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596499200,8/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596412800,8/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596326400,8/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596240000,8/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596153600,7/31/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1596067200,7/30/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595980800,7/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595894400,7/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595808000,7/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595721600,7/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595635200,7/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595548800,7/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595462400,7/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595376000,7/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595289600,7/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595203200,7/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595116800,7/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1595030400,7/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594944000,7/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594857600,7/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594771200,7/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594684800,7/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594598400,7/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594512000,7/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594425600,7/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594339200,7/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594252800,7/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594166400,7/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1594080000,7/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593993600,7/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593907200,7/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593820800,7/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593734400,7/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593648000,7/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593561600,7/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593475200,6/30/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593388800,6/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593302400,6/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593216000,6/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593129600,6/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1593043200,6/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592956800,6/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592870400,6/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592784000,6/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592697600,6/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592611200,6/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592524800,6/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592438400,6/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592352000,6/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592265600,6/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592179200,6/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592092800,6/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1592006400,6/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591920000,6/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591833600,6/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591747200,6/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591660800,6/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591574400,6/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591488000,6/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591401600,6/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591315200,6/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591228800,6/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591142400,6/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1591056000,6/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590969600,6/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590883200,5/31/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590796800,5/30/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590710400,5/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590624000,5/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590537600,5/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590451200,5/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590364800,5/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590278400,5/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590192000,5/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590105600,5/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1590019200,5/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589932800,5/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589846400,5/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589760000,5/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589673600,5/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589587200,5/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589500800,5/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589414400,5/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589328000,5/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589241600,5/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589155200,5/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1589068800,5/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588982400,5/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588896000,5/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588809600,5/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588723200,5/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588636800,5/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588550400,5/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588464000,5/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588377600,5/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588291200,5/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588204800,4/30/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588118400,4/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1588032000,4/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587945600,4/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587859200,4/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587772800,4/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587686400,4/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587600000,4/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587513600,4/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587427200,4/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587340800,4/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587254400,4/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587168000,4/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1587081600,4/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586995200,4/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586908800,4/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586822400,4/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586736000,4/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586649600,4/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586563200,4/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586476800,4/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586390400,4/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586304000,4/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586217600,4/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586131200,4/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1586044800,4/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585958400,4/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585872000,4/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585785600,4/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585699200,4/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585612800,3/31/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585526400,3/30/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585440000,3/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585353600,3/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585267200,3/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585180800,3/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585094400,3/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1585008000,3/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584921600,3/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584835200,3/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584748800,3/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584662400,3/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584576000,3/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584489600,3/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584403200,3/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584316800,3/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584230400,3/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584144000,3/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1584057600,3/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583971200,3/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583884800,3/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583798400,3/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583712000,3/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583625600,3/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583539200,3/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583452800,3/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583366400,3/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583280000,3/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583193600,3/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583107200,3/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1583020800,3/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582934400,2/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582848000,2/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582761600,2/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582675200,2/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582588800,2/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582502400,2/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582416000,2/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582329600,2/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582243200,2/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582156800,2/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1582070400,2/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581984000,2/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581897600,2/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581811200,2/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581724800,2/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581638400,2/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581552000,2/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581465600,2/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581379200,2/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581292800,2/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581206400,2/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581120000,2/8/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1581033600,2/7/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580947200,2/6/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580860800,2/5/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580774400,2/4/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580688000,2/3/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580601600,2/2/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580515200,2/1/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580428800,1/31/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580342400,1/30/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580256000,1/29/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580169600,1/28/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1580083200,1/27/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579996800,1/26/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579910400,1/25/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579824000,1/24/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579737600,1/23/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579651200,1/22/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579564800,1/21/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579478400,1/20/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579392000,1/19/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579305600,1/18/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579219200,1/17/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579132800,1/16/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1579046400,1/15/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1578960000,1/14/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1578873600,1/13/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1578787200,1/12/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1578700800,1/11/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1578614400,1/10/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
1578528000,1/9/2020,XMRUSD,102.71,102.71,102.71,102.71,0,0
