unix,date,symbol,open,high,low,close,Volume XRP,Volume USD
1592006400,6/13/2020 0:00,XRP/USD,0.19293,0.19379,0.19078,0.19227,25908216.02,4981372.695
1591920000,6/12/2020 0:00,XRP/USD,0.18781,0.195,0.18675,0.19311,58264505.25,11251458.61
1591833600,6/11/2020 0:00,XRP/USD,0.2028,0.20384,0.18409,0.18791,78278141.33,14709245.54
1591747200,6/10/2020 0:00,XRP/USD,0.20138,0.20409,0.19921,0.20292,52231210.93,10598757.32
1591660800,6/9/2020 0:00,XRP/USD,0.20425,0.20544,0.171,0.20135,67760552.08,13643587.16
1591574400,6/8/2020 0:00,XRP/USD,0.20348,0.20465,0.20124,0.2041,47709511.26,9737511.247
1591488000,6/7/2020 0:00,XRP/USD,0.2035,0.20497,0.19843,0.20327,28884595.96,5871371.822
1591401600,6/6/2020 0:00,XRP/USD,0.20257,0.20477,0.20108,0.20358,27988214.28,5697840.663
1591315200,6/5/2020 0:00,XRP/USD,0.20445,0.2058,0.20115,0.20284,138003385,27992606.6
1591228800,6/4/2020 0:00,XRP/USD,0.20405,0.20715,0.20005,0.20418,173625130.6,35450779.16
1591142400,6/3/2020 0:00,XRP/USD,0.20312,0.20477,0.20076,0.20388,166336716.5,33912729.77
1591056000,6/2/2020 0:00,XRP/USD,0.21129,0.21447,0.19614,0.20299,206933331.7,42005397.01
1590969600,6/1/2020 0:00,XRP/USD,0.20168,0.21299,0.20127,0.21128,147262784.3,31113681.08
1590883200,5/31/2020 0:00,XRP/USD,0.2072,0.2135,0.20001,0.20252,40707557.84,8244094.615
1590796800,5/30/2020 0:00,XRP/USD,0.19734,0.20827,0.19578,0.20689,69224999.15,14321960.07
1590710400,5/29/2020 0:00,XRP/USD,0.2007,0.203,0.19602,0.19731,163782865.1,32315997.12
1590624000,5/28/2020 0:00,XRP/USD,0.19783,0.20101,0.19476,0.20032,179399990.5,35937406.09
1590537600,5/27/2020 0:00,XRP/USD,0.19383,0.2006,0.19351,0.19785,175088551.7,34641269.95
1590451200,5/26/2020 0:00,XRP/USD,0.19611,0.19703,0.1913,0.19357,173296467,33544997.11
1590364800,5/25/2020 0:00,XRP/USD,0.19262,0.19727,0.175,0.19633,142992538.8,28073725.14
1590278400,5/24/2020 0:00,XRP/USD,0.19857,0.20125,0.19203,0.19245,28356217.31,5457154.021
1590192000,5/23/2020 0:00,XRP/USD,0.20044,0.20227,0.19786,0.19888,55678972.34,11073434.02
1590105600,5/22/2020 0:00,XRP/USD,0.19424,0.20259,0.19183,0.20016,175231892.2,35074415.55
1590019200,5/21/2020 0:00,XRP/USD,0.20149,0.20311,0.1888,0.19403,190605671.9,36983218.52
1589932800,5/20/2020 0:00,XRP/USD,0.20512,0.20622,0.19729,0.20152,171893857.8,34640050.23
1589846400,5/19/2020 0:00,XRP/USD,0.20519,0.20679,0.20072,0.20511,183634261.6,37665223.4
1589760000,5/18/2020 0:00,XRP/USD,0.20142,0.208,0.20106,0.2054,150129286.4,30836555.42
1589673600,5/17/2020 0:00,XRP/USD,0.19927,0.20464,0.19875,0.20141,38556594.37,7765683.672
1589587200,5/16/2020 0:00,XRP/USD,0.19792,0.20213,0.19645,0.19953,61764680.86,12323906.77
1589500800,5/15/2020 0:00,XRP/USD,0.20418,0.20484,0.19442,0.19785,199601966.7,39491249.12
1589414400,5/14/2020 0:00,XRP/USD,0.20204,0.20649,0.1982,0.20407,203638888.2,41556587.91
1589328000,5/13/2020 0:00,XRP/USD,0.19718,0.20452,0.19574,0.20177,136764893.7,27595052.6
1589241600,5/12/2020 0:00,XRP/USD,0.19262,0.20025,0.19134,0.19717,153291310.6,30224447.71
1589155200,5/11/2020 0:00,XRP/USD,0.19782,0.20039,0.18436,0.19315,161481111.9,31190076.77
1589068800,5/10/2020 0:00,XRP/USD,0.21606,0.21643,0.17898,0.19769,126223086.1,24953041.89
1588982400,5/9/2020 0:00,XRP/USD,0.21894,0.22504,0.21558,0.21656,92738985.25,20083554.65
1588896000,5/8/2020 0:00,XRP/USD,0.21915,0.22235,0.21444,0.21871,157760169.9,34503726.76
1588809600,5/7/2020 0:00,XRP/USD,0.21195,0.22125,0.20987,0.2187,164121749.6,35893426.64
1588723200,5/6/2020 0:00,XRP/USD,0.21724,0.22281,0.21015,0.21182,181986500.9,38548380.62
1588636800,5/5/2020 0:00,XRP/USD,0.21826,0.22272,0.213,0.21718,167186642.7,36309595.06
1588550400,5/4/2020 0:00,XRP/USD,0.21965,0.22068,0.20725,0.21806,137680211,30022546.8
1588464000,5/3/2020 0:00,XRP/USD,0.22383,0.22672,0.21539,0.21927,55242827.36,12113094.75
1588377600,5/2/2020 0:00,XRP/USD,0.21807,0.22574,0.21555,0.22363,77033816.86,17227072.46
1588291200,5/1/2020 0:00,XRP/USD,0.21152,0.22464,0.21148,0.21785,195353312.1,42557719.05
1588204800,4/30/2020 0:00,XRP/USD,0.22666,0.23612,0.20835,0.21165,199345207.5,42191413.16
1588118400,4/29/2020 0:00,XRP/USD,0.21459,0.23179,0.2141,0.22686,174894416.4,39676547.3
1588032000,4/28/2020 0:00,XRP/USD,0.19795,0.21864,0.19469,0.21487,194518522.8,41796195
1587945600,4/27/2020 0:00,XRP/USD,0.19661,0.2,0.19432,0.19769,146033225,28869308.26
1587859200,4/26/2020 0:00,XRP/USD,0.19469,0.1987,0.19207,0.19651,55843455.39,10973797.42
1587772800,4/25/2020 0:00,XRP/USD,0.19354,0.19791,0.19171,0.1944,52023843.37,10113435.15
1587686400,4/24/2020 0:00,XRP/USD,0.19274,0.19718,0.19209,0.19297,178352191.2,34416622.34
1587600000,4/23/2020 0:00,XRP/USD,0.18817,0.1999,0.18556,0.19275,205522945.9,39614547.83
1587513600,4/22/2020 0:00,XRP/USD,0.18386,0.19,0.18208,0.18822,173859573.3,32723848.9
1587427200,4/21/2020 0:00,XRP/USD,0.18176,0.18726,0.18128,0.18386,145720182.1,26792112.68
1587340800,4/20/2020 0:00,XRP/USD,0.18918,0.19485,0.17797,0.18186,207751064.8,37781608.65
1587254400,4/19/2020 0:00,XRP/USD,0.19598,0.19648,0.18801,0.18914,30547310.14,5777718.24
1587168000,4/18/2020 0:00,XRP/USD,0.18883,0.1974,0.18845,0.19588,68332806.8,13385030.2
1587081600,4/17/2020 0:00,XRP/USD,0.19078,0.19207,0.18645,0.18853,185749836.2,35019416.62
1586995200,4/16/2020 0:00,XRP/USD,0.18013,0.19368,0.17372,0.19068,224744050.1,42854195.48
1586908800,4/15/2020 0:00,XRP/USD,0.18612,0.19016,0.1801,0.18041,179574010.6,32396947.26
1586822400,4/14/2020 0:00,XRP/USD,0.18835,0.19039,0.18351,0.18614,137730752.2,25637202.21
1586736000,4/13/2020 0:00,XRP/USD,0.189,0.18996,0.18014,0.18811,103092639.1,19392756.33
1586649600,4/12/2020 0:00,XRP/USD,0.18919,0.19634,0.18645,0.18937,44808408.86,8485368.386
1586563200,4/11/2020 0:00,XRP/USD,0.18803,0.19257,0.18517,0.18921,67725559.01,12814353.02
1586476800,4/10/2020 0:00,XRP/USD,0.19853,0.19908,0.18163,0.1877,150258016.9,28203429.77
1586390400,4/9/2020 0:00,XRP/USD,0.20241,0.20261,0.1942,0.19826,158591185.9,31442288.51
1586304000,4/8/2020 0:00,XRP/USD,0.19299,0.203,0.19135,0.20245,166654677.9,33739239.53
1586217600,4/7/2020 0:00,XRP/USD,0.19828,0.2057,0.18979,0.19277,184117745.4,35492377.79
1586131200,4/6/2020 0:00,XRP/USD,0.17942,0.19888,0.17926,0.19843,156214648.9,30997672.79
1586044800,4/5/2020 0:00,XRP/USD,0.18166,0.18249,0.17618,0.17941,30459713.6,5464777.218
1585958400,4/4/2020 0:00,XRP/USD,0.17963,0.18433,0.17764,0.1817,83761167.78,15219404.19
1585872000,4/3/2020 0:00,XRP/USD,0.17792,0.1832,0.17589,0.17991,157531312.3,28341458.4
1585785600,4/2/2020 0:00,XRP/USD,0.17568,0.18707,0.17452,0.17839,184524792.1,32917377.66
1585699200,4/1/2020 0:00,XRP/USD,0.17383,0.17664,0.16818,0.17545,189134151.4,33183586.85
1585612800,3/31/2020 0:00,XRP/USD,0.17122,0.17851,0.17055,0.17371,139271999.3,24192939
1585526400,3/30/2020 0:00,XRP/USD,0.16288,0.17601,0.16226,0.17168,126848193.1,21777297.79
1585440000,3/29/2020 0:00,XRP/USD,0.1761,0.17695,0.1619,0.16264,59404063.49,9661476.886
1585353600,3/28/2020 0:00,XRP/USD,0.17231,0.18038,0.1664,0.17598,82888542.65,14586725.74
1585267200,3/27/2020 0:00,XRP/USD,0.17672,0.18867,0.16951,0.1727,187185074.4,32326862.35
1585180800,3/26/2020 0:00,XRP/USD,0.16213,0.17809,0.15983,0.1767,206574798.1,36501766.82
1585094400,3/25/2020 0:00,XRP/USD,0.16267,0.16576,0.15708,0.16218,163007730,26436593.66
1585008000,3/24/2020 0:00,XRP/USD,0.15943,0.16493,0.15756,0.16298,186418343.7,30382461.65
1584921600,3/23/2020 0:00,XRP/USD,0.14748,0.162,0.145,0.15887,161801095,25705339.97
1584835200,3/22/2020 0:00,XRP/USD,0.15809,0.162,0.14588,0.14774,66384627.93,9807664.931
1584748800,3/21/2020 0:00,XRP/USD,0.15729,0.16216,0.15183,0.15823,95318221.69,15082202.22
1584662400,3/20/2020 0:00,XRP/USD,0.16504,0.17595,0.14503,0.15666,129558569.4,20296645.49
1584576000,3/19/2020 0:00,XRP/USD,0.14798,0.17349,0.14443,0.16506,212631999.6,35097037.86
1584489600,3/18/2020 0:00,XRP/USD,0.14781,0.14981,0.14034,0.148,155482969.3,23011479.46
1584403200,3/17/2020 0:00,XRP/USD,0.14146,0.15294,0.13983,0.14734,178682231.9,26327040.04
1584316800,3/16/2020 0:00,XRP/USD,0.15246,0.15282,0.1275,0.14108,217261002.4,30651182.22
1584230400,3/15/2020 0:00,XRP/USD,0.14552,0.16468,0.14412,0.1527,71717077.34,10951197.71
1584144000,3/14/2020 0:00,XRP/USD,0.16027,0.1605,0.14309,0.14521,50696690.93,7361666.49
1584057600,3/13/2020 0:00,XRP/USD,0.1382,0.17224,0.114,0.16028,281680678.6,45147779.16
1583971200,3/12/2020 0:00,XRP/USD,0.20839,0.20998,0.13,0.14061,325756811,45804665.2
1583884800,3/11/2020 0:00,XRP/USD,0.21155,0.21383,0.19928,0.20795,149325120,31052158.71
1583798400,3/10/2020 0:00,XRP/USD,0.20997,0.21608,0.20509,0.21145,140797127.5,29771552.61
1583712000,3/9/2020 0:00,XRP/USD,0.20394,0.21179,0.19777,0.20929,165503817.1,34638293.89
1583625600,3/8/2020 0:00,XRP/USD,0.23637,0.23637,0.20037,0.20378,79852885.64,16272421.04
1583539200,3/7/2020 0:00,XRP/USD,0.24556,0.2456,0.23529,0.2365,60428174.13,14291263.18
1583452800,3/6/2020 0:00,XRP/USD,0.23932,0.24673,0.23802,0.24508,137213399.6,33628259.98
1583366400,3/5/2020 0:00,XRP/USD,0.23458,0.24355,0.23445,0.23967,147455308.2,35340613.7
1583280000,3/4/2020 0:00,XRP/USD,0.23434,0.23825,0.23026,0.23455,89094536.59,20897123.56
1583193600,3/3/2020 0:00,XRP/USD,0.23943,0.2399,0.2296,0.23402,76570428.14,17919011.59
1583107200,3/2/2020 0:00,XRP/USD,0.22661,0.24226,0.22552,0.23948,61405984.58,14705505.19
1583020800,3/1/2020 0:00,XRP/USD,0.22884,0.23622,0.22307,0.22691,42371669.87,9614555.611
1582934400,2/29/2020 0:00,XRP/USD,0.23716,0.24273,0.2243,0.22876,66302792.91,15167426.91
1582848000,2/28/2020 0:00,XRP/USD,0.2383,0.2441,0.22783,0.23684,138448467.4,32790135.02
1582761600,2/27/2020 0:00,XRP/USD,0.22938,0.2477,0.22392,0.2383,143537719.8,34205038.64
1582675200,2/26/2020 0:00,XRP/USD,0.25206,0.255,0.2225,0.22881,147476017.3,33743987.51
1582588800,2/25/2020 0:00,XRP/USD,0.27064,0.27097,0.25073,0.25216,115492563.4,29122604.79
1582502400,2/24/2020 0:00,XRP/USD,0.28412,0.2849,0.26385,0.27023,88817762.63,24001223.99
1582416000,2/23/2020 0:00,XRP/USD,0.27503,0.2855,0.275,0.28404,30349238.99,8620397.842
1582329600,2/22/2020 0:00,XRP/USD,0.27451,0.2786,0.27063,0.27513,39622086.22,10901224.58
1582243200,2/21/2020 0:00,XRP/USD,0.27097,0.27926,0.26838,0.27394,84413942.08,23124355.29
1582156800,2/20/2020 0:00,XRP/USD,0.27437,0.2813,0.26122,0.27125,105283204,28558069.07
1582070400,2/19/2020 0:00,XRP/USD,0.29929,0.30911,0.2698,0.27472,155679861.7,42768371.6
1581984000,2/18/2020 0:00,XRP/USD,0.28702,0.30318,0.27555,0.29896,110899971.9,33154655.59
